timestep,episode,episode_reward,episode_length,mean_dist,max_cube_height,success
76800,64,-11.713100269436806,150,0.0680873351295789,0.6602402,0
78000,65,-12.293716602027386,150,0.07195811068018278,0.65531886,0
79200,66,-12.028033748269051,150,0.0701868916551272,0.65211487,0
80400,67,-12.674359779804915,150,0.0744957318653663,0.6612918,0
81600,68,-12.170656647533148,150,0.07113771098355452,0.66084224,0
82800,69,-12.526827920228213,150,0.07351218613485495,0.65451646,0
84000,70,-12.105477511882752,150,0.07070318341255188,0.65362656,0
85200,71,-13.076142597012192,150,0.07717428398008148,0.6634867,0
86400,72,-14.275176366791099,150,0.0851678424452742,0.6625837,0
87600,73,-12.087725017219752,150,0.07058483344813188,0.66034055,0
88800,74,-10.983718205243319,150,0.06322478803495567,0.66017103,0
90000,75,-12.030175033956736,150,0.0702011668930451,0.65960896,0
91200,76,-10.572198804467886,150,0.06048132536311945,0.6598935,0
92400,77,-11.348116289824217,150,0.06565410859882831,0.65671295,0
93600,78,-11.15684811398384,150,0.06437898742655913,0.66000825,0
94800,79,-11.541838262230128,150,0.06694558841486772,0.66067547,0
96000,80,-12.167280059307783,150,0.07111520039538542,0.6614807,0
97200,81,-16.51023805141447,150,0.1000682536760966,0.6675261,0
98400,82,-12.455146353691786,150,0.07303430902461211,0.65867144,0
99600,83,-14.15160593390462,150,0.08434403955936431,0.6682218,0
100800,84,-10.953848924487799,150,0.06302565949658553,0.66099685,0
102000,85,-8.863856366835504,150,0.04909237577890357,0.66668385,0
103200,86,-11.719920355826586,150,0.06813280237217745,0.6512594,0
104400,87,-11.718301840126484,150,0.0681220122675101,0.654252,0
105600,88,-9.968752816785097,150,0.056458352111900846,0.65695345,0
106800,89,-12.896838009357422,150,0.07597892006238302,0.6604731,0
108000,90,-11.024185933172673,150,0.06349457288781801,0.6602765,0
109200,91,-12.138899832963913,150,0.07092599888642628,0.6577665,0
110400,92,-12.005951795726984,150,0.0700396786381801,0.6596845,0
111600,93,-11.211721736937731,150,0.06474481157958507,0.6570777,0
112800,94,-11.826491568237513,150,0.06884327712158363,0.66001415,0
114000,95,-10.042644657194584,150,0.05695096438129743,0.666176,0
115200,96,-10.328508227132232,150,0.058856721514215074,0.6653624,0
116400,97,-12.284615904092758,150,0.0718974393606186,0.6599375,0
117600,98,-8.704682761803241,150,0.0480312184120218,0.6650697,0
118800,99,-8.354024839587481,150,0.045693498930583394,0.6640096,0
120000,100,-11.242737531661957,150,0.06495158354441324,0.6558288,0
121200,101,-10.724109854549141,150,0.06149406569699446,0.6630344,0
122400,102,-9.396554314531356,150,0.05264369543020924,0.66161186,0
123600,103,-11.409646555781334,150,0.06606431037187577,0.6554511,0
124800,104,-9.455173865891963,150,0.053034492439279955,0.659209,0
126000,105,-12.515346888452738,150,0.07343564592301846,0.6578147,0
127200,106,-11.28560695797202,150,0.06523737971981367,0.6602971,0
128400,107,-10.536627346649736,150,0.06024418231099844,0.66001296,0
129600,108,-10.218044208362668,150,0.05812029472241799,0.66348225,0
130800,109,-11.43154251575467,150,0.06621028343836466,0.6607989,0
132000,110,-10.727764379233092,150,0.06151842919488748,0.6615634,0
133200,111,-9.33962813206014,150,0.052264187547067804,0.6583751,0
134400,112,-8.471209917217463,150,0.04647473278144995,0.66031766,0
135600,113,-9.988418066874116,150,0.05658945377916098,0.6624283,0
136800,114,-12.943614093586772,150,0.07629076062391202,0.6657001,0
138000,115,-11.383372887968987,150,0.06588915258646011,0.6545019,0
139200,116,-11.730163112282723,150,0.06820108741521835,0.6528122,0
140400,117,-10.984973058104485,150,0.06323315372069677,0.6624003,0
141600,118,-11.408053956925839,150,0.06605369304617247,0.65607965,0
142800,119,-11.242039326578348,150,0.06494692884385586,0.66076976,0
144000,120,-9.65335453581062,150,0.05435569690540433,0.6622108,0
145200,121,-13.440300237387389,150,0.0796020015825828,0.6602426,0
146400,122,-10.747540269046992,150,0.061650268460313476,0.6599951,0
147600,123,-11.432742595672577,150,0.06621828397115072,0.65974045,0
148800,124,-7.232405735179752,150,0.03821603823453188,0.6546977,0
150000,125,-9.792985687032314,150,0.05528657124688228,0.6646155,0
151200,126,-17.494153398089104,150,0.10662768932059408,0.66909957,0
152400,127,-11.112087026238411,150,0.06408058017492295,0.6601524,0
153600,128,-7.658993196673661,150,0.041059954644491276,0.6650528,0
154800,129,-10.474084556102722,150,0.05982723037401835,0.6603511,0
156000,130,-8.009046226739853,150,0.043393641511599225,0.6653897,0
157200,131,-10.149972539395065,150,0.057666483595967294,0.66022056,0
158400,132,-11.56595540791747,150,0.06710636938611667,0.6651961,0
159600,133,-7.434609579853684,150,0.039564063865691425,0.6605678,0
160800,134,-8.513719056732922,150,0.04675812704488635,0.66506386,0
162000,135,-15.06964709982273,150,0.0904643139988184,0.66035897,0
163200,136,-7.343277465552061,150,0.03895518310368061,0.6571627,0
164400,137,-10.547397967427939,150,0.06031598644951979,0.66024005,0
165600,138,-7.034282037056952,150,0.036895213580379886,0.6609837,0
166800,139,-12.331269290298193,150,0.07220846193532149,0.6663703,0
168000,140,-11.66897378116843,150,0.06779315854112307,0.66042584,0
169200,141,-11.526196774095267,150,0.06684131182730198,0.660627,0
170400,142,-13.221074476838082,150,0.07814049651225408,0.66034216,0
171600,143,-6.292218458373071,150,0.03194812305582066,0.6647302,0
172800,144,-8.795730980113118,150,0.04863820653408766,0.6618667,0
174000,145,-8.404758209362596,150,0.04603172139575084,0.66387427,0
175200,146,-9.606747757643431,150,0.05404498505095641,0.6636822,0
176400,147,-7.624364982359081,150,0.040829099882394075,0.66023374,0
177600,148,-7.3841740132774865,150,0.03922782675518344,0.664718,0
178800,149,-8.559929026290744,150,0.047066193508605164,0.6673269,0
180000,150,-8.509201681241365,150,0.04672801120827595,0.6647723,0
181200,151,-12.260474223643511,150,0.07173649482429027,0.66076195,0
182400,152,-10.853079780936211,150,0.06235386520624161,0.6605583,0
183600,153,-11.13259170949456,150,0.06421727806329727,0.6610318,0
184800,154,-11.572677467018336,150,0.06715118311345578,0.6615723,0
186000,155,-9.539477912709087,150,0.05359651941806078,0.66249037,0
187200,156,-7.110602837987215,150,0.03740401891991496,0.665134,0
188400,157,-7.106520054861873,150,0.03737680036574602,0.6606117,0
189600,158,-7.998452515341312,150,0.04332301676894228,0.6660925,0
190800,159,-10.885714516043633,150,0.06257143010695776,0.66012496,0
192000,160,-9.582355954684289,150,0.05388237303122878,0.6659975,0
193200,161,-9.404941429384023,150,0.05269960952922702,0.66402364,0
194400,162,-7.852858501486452,150,0.04235239000990987,0.6676143,0
195600,163,-9.139447197318047,150,0.05092964798212051,0.6649245,0
196800,164,-7.5543375983833965,150,0.04036225065588951,0.66706115,0
198000,165,-11.002456072717875,150,0.0633497071514527,0.65996116,0
199200,166,-10.559688318520754,150,0.0603979221234719,0.6609625,0
200400,167,-8.250142494216531,150,0.04500094996144374,0.6605498,0
